PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Issue Date,Address Start,Address End,Street Direction,Street Name,Street Suffix,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
14010-20000-03395,Issued,10/13/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/13/2015,6700,6700,W,ST ESTABAN,ST,$500000.00,4038,1,2,RE40-1,4469,7,"(34.24521, -118.27826)"
15014-30000-04127,Issued,09/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/10/2015,2460,2460,N,BANYAN,DR,$12000.00,3665,0,0,RE40-1-H,10,11,"(34.08115, -118.50547)"
15014-20000-03744,Issued,04/07/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/07/2016,8020,8020,S,CAMPION,DR,$300000.00,2848,,2,R1-1,1844,11,"(33.96408, -118.42147)"
16014-10000-01228,Issued,04/01/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/01/2016,1955,1955,W,23RD,ST,$15000.00,1619,,0,RD2-1,0,8,"(34.03555, -118.30471)"
13010-20000-04129,Issued,11/18/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/18/2015,18430,18430,W,STRATHERN,ST,$253000.00,1982,1,2,(T)(Q)RD4-1,2488,12,"(34.21547, -118.53448)"
15016-20000-08532,Issued,06/08/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/08/2015,19749,19749,W,WELBY,WAY,$10000.00,0,,1,R1-1-RIO,395,3,"(34.19302, -118.56404)"
15010-20000-03852,Issued,12/15/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/15/2015,4763,4763,N,NOBLE,AVE,$586000.00,3913,1,2,R1-1,4313,4,"(34.15739, -118.46194)"
14014-10000-01081,Issued,04/04/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/04/2014,1252,1252,E,45TH,ST,$47066.00,1668,0,1,RD2-1,466,9,"(34.00284, -118.25293)"
14014-70000-01629,Issued,05/21/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/21/2014,651,651,E,105TH,ST,$15500.00,116,,0,R1-1,116,8,"(33.94111, -118.26342)"
13014-30000-02732,Issued,09/06/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/06/2013,12319,12319,W,GREENE,AVE,$30000.00,1180,,1,R1-1,183,11,"(33.99247, -118.42147)"
15014-10000-05043,Issued,01/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/08/2016,3860,3860,E,DUKE,ST,$35000.00,831,,0,R3-1,391,1,"(34.07292, -118.19801)"
13014-30000-01820,Issued,07/29/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/29/2013,8135,8135,S,DELGANY,AVE,$250000.00,3281,,0,R1-1,312,11,"(33.96021, -118.44299)"
14010-30001-03102,Issued,04/16/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/16/2015,543,543,N,KILKEA,DR,$8000.00,4039,,2,R1-1,30,5,"(34.08134, -118.36706)"
15014-30000-00155,Issued,01/15/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/15/2015,11357,11357,W,AQUA VISTA,ST,$17800.00,1752,0,1,R1-1-RFA-RIO,186,2,"(34.14508, -118.37828)"
15014-20000-02759,Issued,09/22/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/22/2015,1201,1201,W,NEOLA,ST,$60000.00,547,,1,R1-1,547,14,"(34.13488, -118.19182)"
14016-40000-24994,Issued,03/04/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/04/2015,8410,8412,S,LILIENTHAL,AVE,$125000.00,776,0,0,R2-1,776,11,"(33.96181, -118.38594)"
15014-20000-05408,Issued,11/24/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/24/2015,13622,13622,N,HENNY,AVE,$8000.00,336,,0,R1-1,336,7,"(34.31973, -118.45493)"
13014-10000-04749,Issued,11/14/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/14/2013,1526,1526,N,MURCHISON,ST,$3000.00,1260,,0,RD1.5-1,34,14,"(34.05984, -118.19538)"
15014-10000-05337,Issued,02/05/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/05/2016,1637,1637,N,VISTA,ST,$40000.00,2185,,1,R1-1,175,4,"(34.10093, -118.35199)"
15010-30000-01993,Issued,09/09/2015 12:00:00 AM,Bldg-New,Apartment,09/09/2015,962,962,N,HYPERION,AVE,$50000.00,,0,1,RD2-1VL,695,13,"(34.08909, -118.28111)"
15014-20000-01238,Issued,03/26/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/26/2015,5735,5735,N,BECK,AVE,$37600.00,372,0,0,R1-1,372,2,"(34.17489, -118.38352)"
13010-30000-01329,Issued,03/26/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/26/2014,944,944,N,AIROLE,WAY,$650000.00,3203,0,1,RE20-1-H,3203,5,"(34.08777, -118.45189)"
14014-20000-05498,Issued,09/01/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/01/2015,15229,15229,W,HESBY,ST,$160000.00,3874,,2,R1-1-RIO,1906,4,"(34.16229, -118.46496)"
16016-20000-06848,Issued,03/30/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/30/2016,3523,3523,N,LAURELVALE,DR,$54000.00,129,,0,RE15-1-H,129,2,"(34.13518, -118.38656)"
15014-30001-03896,Issued,09/18/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/18/2015,684,684,S,JUNE,ST,$501.00,0,0,2,RE15-1-HPOZ,0,4,"(34.06247, -118.33452)"
14010-10001-01939,Issued,02/25/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/25/2016,2235,2235,N,GLENDALE,BLVD,$41000.00,320,,0,RD2-1VL,320,13,"(34.09557, -118.25947)"
13014-20000-03069,Issued,07/31/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/31/2013,16701,16701,W,MAGNOLIA,BLVD,$5000.00,2274,,0,R1-1,14,5,"(34.1651, -118.49714)"
13010-10000-01945,Issued,09/10/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/10/2014,912,912,N,ALVARADO,ST,$175200.00,1593,1,3,C2-1VL,2266,13,"(34.07568, -118.26445)"
12014-10000-04508,Issued,01/30/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/30/2013,4001,4001,E,BAYWOOD,ST,$13200.00,,,1,R1-1,240,13,"(34.13532, -118.27117)"
15014-30000-01461,Issued,08/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/14/2015,4021,4021,W,MONT CLAIR,ST,$10000.00,96,0,1,R3-1-O,96,10,"(34.03071, -118.33063)"
15010-20000-01325,Issued,11/10/2015 12:00:00 AM,Bldg-New,Commercial,11/10/2015,11700,11700,N,CORBIN,AVE,$8000.00,72,,1,,72,12,
14010-30000-03791,Issued,08/06/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/06/2015,627,627,N,VISTA,ST,$500000.00,3909,1,2,R1-1-O,4319,5,"(34.08261, -118.35241)"
15010-20000-00521,Issued,10/08/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/08/2015,750,750,E,CALIFORNIA,AVE,$327000.00,2339,1,2,RD1.5-1,2339,11,"(33.99417, -118.46346)"
14010-10000-00501,Issued,07/20/2015 12:00:00 AM,Bldg-New,Apartment,07/20/2015,1319,1319,N,MARTEL,AVE,$5120150.00,32073,23,4,R3-1,46710,4,"(34.09499, -118.35089)"
14014-70000-00925,Issued,03/14/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/14/2014,1421,1421,W,52ND,ST,$12000.00,109.69,,1,R2-1,109.69,8,"(33.99517, -118.30102)"
13010-20000-04257,Issued,05/02/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/02/2014,10048,10048,W,MCBROOM,ST,$544000.00,4846,1,2,RA-1-K,4846,7,"(34.26378, -118.35018)"
13010-10000-02456,Issued,10/22/2014 12:00:00 AM,Bldg-New,Apartment,10/22/2014,1500,1500,W,PACIFIC COAST,HWY,$627485.00,5029,5,3,(T)(Q)RAS3-1VL-O,6106,15,"(33.79078, -118.28573)"
13014-20000-01581,Issued,04/29/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/29/2013,7971,7971,N,RANCHITO,AVE,$27000.00,231,,0,R1-1,231,6,"(34.21601, -118.43474)"
14014-20000-01817,Issued,05/20/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/20/2014,21918,21918,W,SAN MIGUEL,ST,$6500.00,364,,1,R1-1,364,3,"(34.1584, -118.60517)"
14014-20000-01338,Issued,05/30/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/30/2014,2309,2309,W,EARL,ST,$150000.00,781,,2,R2-1VL,781,13,"(34.09625, -118.25779)"
15014-20000-02677,Issued,07/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/10/2015,6551,6551,N,FARMDALE,AVE,$20000.00,151,,1,R1-1,151,2,"(34.19005, -118.38136)"
14014-20001-03308,Issued,09/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/29/2014,17404,17404,W,HORACE,ST,$33000.00,26.8,,0,R1-1,26.8,12,"(34.26955, -118.51337)"
14010-10000-02021,Issued,08/20/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/20/2014,1731,1731,N,SUMMITRIDGE,DR,$1279355.00,7054,1,2,RE20-1-H,11419,5,"(34.10227, -118.42034)"
15014-10001-02622,Issued,03/03/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/03/2016,2633,2633,S,REDONDO,BLVD,$10000.00,2369,1,2,R3-1,1235,10,"(34.0315, -118.357)"
14010-20000-03721,Issued,12/01/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/01/2015,20424,20424,W,STAGG,ST,$287000.00,2738,1,2,RA-1,3139,3,"(34.21063, -118.57827)"
15010-10000-01595,Issued,12/10/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/10/2015,800,800,N,STRADELLA,ROAD,$1000000.00,3358,,1,RE20-1-H,3725,5,"(34.08296, -118.45374)"
14010-10000-00551,Issued,09/11/2014 12:00:00 AM,Bldg-New,Commercial,09/11/2014,4371,4371,E,MULTNOMAH,ST,$20000.00,196,,1,[Q]OS-1XLD,196,14,"(34.06971, -118.18992)"
14010-30000-02034,Issued,12/15/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/15/2014,250,250,N,DELFERN,DR,$5300000.00,21049.7,1,2,RE40-1,30157.9,5,"(34.08284, -118.4305)"
12010-20000-00296,Issued,01/08/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/08/2013,13931,13931,W,ARCHWOOD,ST,$110000.00,851,1,2,R1-1,851,2,
13010-10000-03890,Issued,05/14/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/14/2015,21145,21145,S,NORMANDIE,AVE,$264017.00,2101,1,2,R2-1,2428,15,"(33.83678, -118.2994)"
16014-20000-01498,Issued,04/11/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/11/2016,11254,11254,W,KESWICK,ST,$7500.00,72,0,1,R1-1,72,6,"(34.21015, -118.37641)"
12014-40000-01547,Issued,08/29/2013 12:00:00 AM,Bldg-Addition,Apartment,08/29/2013,15211,15211,W,SHERMAN,WAY,$1672000.00,156,,6,R1-1,156,6,"(34.20144, -118.46442)"
13010-10000-00943,Issued,03/04/2015 12:00:00 AM,Bldg-New,Commercial,03/04/2015,4044,4044,W,"MARTIN LUTHER KING, JR",BLVD,$180000.00,1936,,1,[Q]C1.5-1,1936,10,"(34.01588, -118.34384)"
15014-70000-01038,Issued,05/05/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/05/2015,433,433,E,112TH,ST,$33000.00,329,,0,R2-1,329,8,"(33.93309, -118.2661)"
15014-10000-02453,Issued,09/22/2015 12:00:00 AM,Bldg-Addition,Apartment,09/22/2015,109,109,S,CENTRE,ST,$2400.00,0,,0,RD1.5-1XL,21.3,15,"(33.74295, -118.28375)"
13010-10001-02664,Issued,10/28/2015 12:00:00 AM,Bldg-Addition,Apartment,10/28/2015,2924,2924,W,ROWENA,AVE,$4000.00,0,,0,[Q]C2-1VL,28,4,"(34.10825, -118.26893)"
14014-10001-04825,Issued,12/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/10/2015,2100,2100,N,HERCULES,DR,$15000.00,123,,2,RE15-1-H,123,4,"(34.10804, -118.36321)"
13014-30000-03701,Issued,09/26/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/26/2013,12601,12601,W,ROSE,AVE,$100000.00,2395,,0,R1-1,55,11,"(34.01347, -118.44472)"
16014-20000-01196,Issued,03/21/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/21/2016,14460,14460,W,ORO GRANDE,ST,$23000.00,472.5,0,0,R1-1,378,7,"(34.30464, -118.44771)"
15010-10000-04452,Issued,04/01/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/01/2016,1542,1542,N,EASTERLY,TER,$20000.00,1891,1,2,R1-1VL,2321,13,"(34.08748, -118.26856)"
13010-20000-03654,Issued,07/24/2014 12:00:00 AM,Bldg-New,Apartment,07/24/2014,1445,1445,S,FAIRFAX,AVE,$1500000.00,7942,4,3,[Q]R3-1-O,10660,10,"(34.05018, -118.36698)"
15014-30000-00193,Issued,03/24/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/24/2015,257,257,S,TAVISTOCK,AVE,$50000.00,3655,0,2,R1-1,286,5,"(34.07116, -118.4599)"
13014-20000-00383,Issued,02/12/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/12/2013,2630,2630,S,MIDVALE,AVE,$70000.00,561,0,1,R1-1,561,5,"(34.03554, -118.42593)"
14014-20000-05302,Issued,05/18/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/18/2015,5146,5146,N,CEDROS,AVE,$150000.00,2437,0,2,R1-1-RIO,535,4,"(34.16433, -118.45291)"
15010-30000-02257,Issued,01/04/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/04/2016,1402,1402,S,GLENDON,AVE,$200000.00,465,,2,R1-1,701,5,"(34.05628, -118.44039)"
14010-20000-03612,Issued,05/07/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/07/2015,1822,1822,S,REDONDO,BLVD,$282100.00,2055,1,3,RD1.5-1-O,2355,10,"(34.04304, -118.35162)"
15014-30000-05120,Issued,12/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/14/2015,3780,3780,N,REGAL VISTA,DR,$120000.00,3450,0,2,RE15-1-H,100,5,"(34.13861, -118.47556)"
16014-70000-01339,Issued,03/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/29/2016,5743,5743,S,7TH,AVE,$12000.00,120,0,1,R1-1,120,8,"(33.98965, -118.32485)"
12020-10000-02394,Issued,05/14/2014 12:00:00 AM,Bldg-New,Commercial,05/14/2014,2551,2551,S,MOTOR,AVE,$97500.00,1225,,1,OS-1XL-O,1758.5,5,"(34.04637, -118.40785)"
14010-20000-02643,Issued,05/19/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/19/2015,4605,4605,N,VANALDEN,AVE,$1200000.00,8270,1,2,RA-1,9003,3,
15010-30000-03001,Issued,04/08/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/08/2016,1909,1909,N,MANDEVILLE CANYON,ROAD,$1300000.00,8462,1,2,RE15-1-H,7606,11,"(34.06924, -118.49571)"
13014-20000-04511,Issued,12/17/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/17/2013,4673,4673,W,ST CLAIR,AVE,$70000.00,2295,,1,R1-1,210,2,"(34.15536, -118.39891)"
15014-20000-02386,Issued,06/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/10/2015,5132,5132,E,RANGE VIEW,AVE,$60000.00,497,0,0,R1-1,497,14,"(34.12335, -118.20291)"
15014-20000-00521,Issued,02/09/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/09/2015,8024,8024,S,AGNEW,AVE,$35000.00,320,,0,R1-1,320,11,"(33.96667, -118.4066)"
15014-20000-05104,Issued,11/06/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/06/2015,10659,10659,W,FOOTHILL,BLVD,$12800.00,640,,0,RA-1-K,640,7,"(34.27468, -118.3632)"
15014-20000-01732,Issued,04/24/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/24/2015,20609,20609,W,QUEDO,DR,$33000.00,323,0,1,RA-1,323,3,"(34.15898, -118.58191)"
16014-20000-00991,Issued,04/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/12/2016,1122,1122,N,KENTER,AVE,$4500.00,279,,2,RE15-1-H,279,11,"(34.07767, -118.49148)"
13010-20000-00958,Issued,09/16/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/16/2013,5912,5912,N,CALVIN,AVE,$11000.00,,,1,RA-1,453,3,"(34.17785, -118.55548)"
15010-10000-00060,Issued,02/05/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/05/2015,3840,3840,W,27TH,ST,$15000.00,,,1,R3-1-O,414,10,"(34.03104, -118.3268)"
15010-10000-04198,Issued,02/02/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/02/2016,1138,1138,N,HARTZELL,ST,$18000.00,400,,1,R1-1,400,11,"(34.0504, -118.52064)"
13014-10000-00213,Issued,03/01/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/01/2013,7222,7222,N,FALLBROOK,AVE,$98000.00,1020,,1,RS-1,1020,3,"(34.20182, -118.62317)"
16010-20000-00023,Issued,01/07/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/07/2016,10606,10606,N,MATHER,AVE,$19000.00,0,,1,R1-1-RFA,350,7,"(34.2617, -118.3095)"
14010-10000-01990,Issued,08/24/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/24/2015,11735,11735,W,MISSOURI,AVE,$300000.00,2640,1,3,RD1.5-1,3050,11,"(34.03836, -118.4522)"
15014-20000-00741,Issued,07/16/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/16/2015,17317,17317,W,SHERMAN,WAY,$85000.00,982,,2,R1-1,982,6,"(34.20136, -118.51053)"
14010-20000-03114,Issued,01/22/2016 12:00:00 AM,Bldg-New,Apartment,01/22/2016,13919,13919,W,VICTORY,BLVD,$2500000.00,18655,18,2,[Q]RD1.5-1,30817,2,"(34.18683, -118.43635)"
15014-20000-05766,Issued,02/08/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/08/2016,12162,12162,N,MONOGRAM,AVE,$55000.00,545,,1,RE11-1,545,12,"(34.29137, -118.49085)"
14010-30000-02850,Issued,03/31/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/31/2015,8001,8001,W,WOODROW WILSON,DR,$800000.00,4497,1,2,RE11-1,5545,4,"(34.12266, -118.37255)"
12014-10000-03686,Issued,06/14/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/14/2013,5271,5271,N,ELLENWOOD,DR,$77000.00,754,,2,R1-1,768,14,"(34.1427, -118.21839)"
13014-20000-01934,Issued,05/22/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/22/2013,18709,18709,W,COLLINS,ST,$4400.00,275,,0,R1-1,275,3,"(34.17461, -118.54131)"
15014-20000-00324,Issued,02/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/10/2015,13330,13330,W,CHANDLER,BLVD,$23700.00,378,,0,RE11-1,378,4,"(34.16826, -118.42343)"
13010-70000-01217,Issued,05/03/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/03/2013,626,626,E,111TH,ST,$12540.00,0,,1,R2-1,228,15,"(33.9347, -118.26412)"
12014-30000-03475,Issued,01/24/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/24/2013,505,505,N,BONHILL,ROAD,$286434.00,3568.82,,2,R1-1,370,11,"(34.06792, -118.48155)"
14010-30000-02496,Issued,06/16/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/16/2015,12307,12307,W,6TH HELENA,DR,$180000.00,901,,1,RS-1,901,11,"(34.05367, -118.47844)"
13010-20000-03778,Issued,03/18/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/18/2016,10252,10252,,ANGEL,LANE,$185000.00,1494,1,2,(Q)RD3-1,1909,7,
13014-30000-02579,Issued,08/08/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/08/2013,11734,11734,W,TENNESSEE,AVE,$5252.00,1829,,1,R1-1,52,11,"(34.03166, -118.44721)"
13010-10000-00049,Issued,04/11/2014 12:00:00 AM,Bldg-New,Commercial,04/11/2014,3353,3353,W,SAN FERNANDO,ROAD,$15000000.00,48151,,2,PF-1,55856,13,"(34.11883, -118.2495)"
14014-10000-01566,Issued,09/04/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/04/2014,1928,1928,N,MANDEVILLE CANYON,ROAD,$786000.00,5552,,2,RE40-1-H,2418,11,"(34.06969, -118.49514)"
14014-20000-01307,Issued,04/08/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/08/2014,23329,23329,W,HATTERAS,ST,$7400.00,460,0,0,RA-1,460,3,"(34.17565, -118.63515)"
14014-20000-03441,Issued,02/02/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/02/2015,20608,20608,W,QUEDO,DR,$95000.00,870,,1,RA-1,870,3,"(34.15876, -118.58187)"
14014-20000-02812,Issued,07/01/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/01/2014,3900,3900,N,ELDERBANK,DR,$8000.00,54.5,,0,[Q]R1-1D,54.5,1,"(34.09336, -118.20056)"
13014-10000-04937,Issued,12/10/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/10/2013,1026,1026,S,4TH,AVE,$90000.00,1973,0,1,R1-1-O-HPOZ,329,10,"(34.05222, -118.31887)"
13014-30000-02819,Issued,07/18/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/18/2013,4277,4277,S,MOORE,ST,$3000.00,962.5,,0,R1-1,32.5,11,"(33.9914, -118.43259)"
13014-10000-03209,Issued,09/18/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/18/2013,1509,1509,S,MEADOWBROOK,AVE,$31420.00,300,0,1,RD1.5-1-O,370,10,"(34.04633, -118.35144)"
15014-20000-04008,Issued,09/11/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/11/2015,18100,18100,W,CHARDON,CIR,$30000.00,4013,0,0,RA-1,130,5,"(34.14928, -118.52824)"
16014-10000-00022,Issued,02/26/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/26/2016,4607,4607,N,NAGLE,AVE,$200000.00,2322,0,1,R1-1-RIO,1418,4,"(34.15437, -118.42381)"
15010-20000-01305,Issued,01/19/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/19/2016,4412,4412,N,RICHARD,DR,$256000.00,2113,1,2,[Q]R1-1D,2472,14,"(34.0966, -118.16475)"
13010-20000-04163,Issued,08/27/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/27/2015,12360,12360,W,OSBORNE,PL,$182000.00,1441,1,2,(T)(Q)RD1.5-1,1992,7,"(34.25922, -118.40237)"
15010-20000-02667,Issued,10/13/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,10/13/2015,4624,4624,N,NOBLE,AVE,$435000.00,2801,1,2,R1-1,3206,4,"(34.15467, -118.46164)"
05010-10007-06967,Issued,06/27/2014 12:00:00 AM,Bldg-Addition,Apartment,06/27/2014,3429,3429,W,OLYMPIC,BLVD,$26250.00,0,0,0,C2-1,0,4,"(34.05282, -118.31276)"
14010-20000-03571,Issued,03/26/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/26/2015,1369,1369,N,LONDONDERRY,PL,$2470000.00,12265,1,2,R1-1,13436,4,"(34.09488, -118.38032)"
15014-30000-02177,Issued,10/02/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/02/2015,14954,14954,W,LA CUMBRE,DR,$20000.00,889,,1,RE11-1,0,11,"(34.03352, -118.5224)"
13014-10000-00672,Issued,08/15/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/15/2013,4217,4219,S,DALTON,AVE,$195500.00,1733.55,1,2,R2-1,2120.5,8,"(34.00681, -118.30365)"
14010-20000-02009,Issued,06/10/2015 12:00:00 AM,Bldg-Addition,Commercial,06/10/2015,13330,13330,W,RIVERSIDE,DR,$980000.00,8043,,2,C1-1VL,7528,4,"(34.15738, -118.42406)"
13014-30000-05150,Issued,07/09/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/09/2014,3188,3188,S,BENTLEY,AVE,$80000.00,1967,0,1,R1-1,799,5,"(34.025, -118.42467)"
14014-30000-00245,Issued,01/27/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/27/2014,19561,19561,W,LORNE,ST,$5500.00,2289,0,1,RA-1,40,3,"(34.21689, -118.5602)"
11010-10000-02522,Issued,02/13/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/13/2013,714,714,S,BRISTOL,AVE,$950000.00,6639,1,2,R1-1,7068,11,"(34.04547, -118.48064)"
15010-70000-03405,Issued,02/18/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/18/2016,638,638,N,RAMPART,BLVD,$330000.00,2682,2,3,RD2-1VL,3754,13,"(34.07646, -118.27199)"
14014-10000-01431,Issued,04/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/14/2015,2055,2055,W,82ND,ST,$16000.00,453,,1,R1-1,243,8,"(33.96469, -118.31519)"
14014-30000-03703,Issued,10/28/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/28/2014,7692,7692,W,WOODROW WILSON,DR,$45000.00,3038,0,1,RE11-1,320,4,"(34.12134, -118.3637)"
14014-10000-00693,Issued,05/20/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/20/2014,850,850,N,LACHMAN,LANE,$60600.00,4315,0,2,R1-1,680,11,"(34.05069, -118.54497)"
14010-30000-03197,Issued,01/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/04/2016,11401,11401,W,CHALON,ROAD,$800000.00,14475,,2,RE20-1-H,3438,5,"(34.08803, -118.46305)"
14014-10000-02487,Issued,09/19/2014 12:00:00 AM,Bldg-Addition,Apartment,09/19/2014,1455,1455,N,PEREZ,LANE,$2000.00,0,,0,A1-1,21.3,14,"(34.05724, -118.19296)"
